John,Ebzxocykg,216 Beacon St.,,Ipnkjsl,AS,02923,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,WI,00774,US,home,11,15,51,9278951,work,11,37,894,6347584,567648000000
John,Qjzcgl,869 Beacon St.,,Slrugq,TX,84568,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,MN,30035,US,home,11,93,159,7161996,work,11,44,142,8939605,31536000000
John,Qqpfoll,110 Beacon St.,,Vkkhmjnp,NY,83207,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,TN,64698,US,home,11,37,166,2838747,work,11,23,155,4791391,-189216000000
John,Wlzjo,700 Beacon St.,,Gvxkebv,CA,48425,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,ND,24445,US,home,11,49,592,8091929,work,11,43,853,752680,31536000000
John,Wmjxivsaw,829 Beacon St.,,Urxwstupy,AK,06379,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,WV,24799,US,home,11,95,61,3915018,work,11,31,932,8578377,441504000000
John,Nzvofvjiux,890 Beacon St.,,Jrunmkr,VI,06472,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,IA,30686,US,home,11,42,488,4713913,work,11,86,277,3499780,-409968000000
John,Nsmmrzkrol,214 Beacon St.,,Licspfnalt,FL,66504,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,TN,36571,US,home,11,61,248,7579176,work,11,75,397,6867865,157680000000
John,Ibshbtjqzd,447 Beacon St.,,Cntdxdxdk,GU,66925,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,UT,91208,US,home,11,0,914,1471961,work,11,28,512,8851992,-220752000000
John,Jjuujuefn,629 Beacon St.,,Hhlndx,FL,95944,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,AR,33986,US,home,11,62,302,4300950,work,11,20,201,3521732,-220752000000
John,Nhkeavf,933 Beacon St.,,Cwmwy,MS,93490,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,VI,80932,US,home,11,25,715,9260755,work,11,3,629,7304219,63072000000
John,Jpyatbav,686 Beacon St.,,Xppngvrvt,AZ,82507,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,NE,58936,US,home,11,78,652,5518509,work,11,79,955,4180096,-94608000000
John,Phpcragxl,442 Beacon St.,,Mvtr,NY,36797,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,TN,00235,US,home,11,96,606,5868665,work,11,64,16,8558260,-378432000000
John,Nnhpeveva,272 Beacon St.,,Dtsdppyb,MI,59300,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,OH,39339,US,home,11,10,512,5453271,work,11,75,370,791522,378432000000
John,Chvskxmdeg,969 Beacon St.,,Dygifea,OF,48668,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,HI,95019,US,home,11,2,806,5752940,work,11,31,189,6626100,189216000000
John,Ytqvugha,624 Beacon St.,,Hnmksx,NJ,47393,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,ND,54780,US,home,11,87,711,9276954,work,11,0,892,7008932,189216000000
John,Tyenauqlk,806 Beacon St.,,Fzrvusnst,NC,56414,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,HI,37507,US,home,11,16,937,1605196,work,11,37,644,9025530,283824000000
John,Qitsek,890 Beacon St.,,Itkibgrea,NV,30595,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,OK,37407,US,home,11,1,458,1436396,work,11,30,289,1052,0
John,Tazqtcapdz,447 Beacon St.,,Dbox,AK,84562,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,TN,33149,US,home,11,91,580,4970683,work,11,40,459,9898812,-189216000000
John,Dmkzuzoga,297 Beacon St.,,Kzzmqpxph,WA,31435,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,AR,10407,US,home,11,33,543,6655142,work,11,74,526,5833536,-31536000000
John,Hwzkbe,437 Beacon St.,,Evqtkl,OF,73535,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,MA,50807,US,home,11,83,229,7722087,work,11,55,860,4173591,94608000000
John,Gewmintfq,929 Beacon St.,,Ucntl,VA,81767,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,WY,31189,US,home,11,43,433,9251699,work,11,96,156,6927707,-441504000000
John,Xuormcifoq,908 Beacon St.,,Ifqqtwzx,IN,43755,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,NY,59950,US,home,11,59,740,8089664,work,11,14,312,6157680,567648000000
